irs
0.0628822161447,0.158333094146,0.000648760929976,0.00725741040082,0,0,0.00797239481023,0.00172263092921,0,0,0.00294189055449,0,0,0,0,0,0,0
cia
0,0,0,0,0,0,0,0,0,0,0,0.767180505624,0,0,0,0,0,0
stock
0,0,0,0,0,0,0.0369888404317,0.336148579216,0,0.00442016712332,0.0100362049737,0,0,0,0,0,0,0
alumni
0,0,0,0,0,0,0,0,0,0.268851150084,0,0,0,0,0,0,0,0
investors
0,0,0,0,0,0,0,0.268366544599,0,0,0.00305542330361,0,0,0,0,0,0,0
salomon
0,0,0,0,0,0,0,0.33116798364,0,0,0,0,0,0,0,0,0,0
constitutional
0.00760555536847,0,0,0.212641761768,0,0,0,0,0,0.00372188017176,0,0,0,0,0,0,0,0
groton
0,0,0,0,0,0,0,0,0,0.286754133924,0,0,0,0,0,0,0,0
liturgy
0.0124806429722,0.270945048599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
president
0.134559244253,0.00817728133485,0.0018402498372,0.0188705788484,0.0147333767938,0.0146102473004,0.00753806092697,0.00407195617133,0.00419303101538,0.0130165371942,0.00139080858187,0.0148556941823,0,0,0,0,0,0
gingrich
0.270151499345,0,0,0,0,0,0.00448801127859,0,0,0,0,0.00315885154056,0,0,0,0,0,0
doctors
0,0.00163234958518,0,0.0178073836,0.015293605132,0,0.00195617285995,0,0.217623432675,0.00198698289344,0.0938400640661,0,0,0,0,0,0,0
rudder
0,0,0.487337113244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
court
0.0339921614279,0.0008038598885,0.00587938050214,0.22581070824,0.00125523721836,0.000848691118634,0.0192665702416,0.00104075345577,0,0.0362045403031,0,0.00610228096364,0,0,0,0,0,0
affirmative
0,0,0.00188453551086,0.195003790479,0,0,0,0,0,0.169366624038,0,0,0,0,0,0,0,0
greene
0,0,0,0,0.319864243146,0,0,0,0,0,0,0,0,0,0,0,0,0
law
0.0030816985533,0.00371673766306,0.00120817709987,0.0979863547261,0.0154766189558,0.00588602993517,0.0252396676076,0.00641605603556,0.00137642290449,0.051274392769,0,0.00940486346463,0,0,0,0,0,0
ncaa
0,0,0,0,0,0.374838110611,0,0,0,0,0,0,0,0,0,0,0,0
souter
0.133807361272,0,0,0.0880255415786,0,0,0,0,0,0,0,0,0,0,0,0,0,0
haverford
0,0,0,0,0,0,0,0,0,0.272416427228,0,0,0,0,0,0,0,0
players
0,0.00450749095231,0.00109891681364,0,0.00351925160448,0.309326778912,0,0.00291791321633,0,0,0,0,0,0,0,0,0,0
says
0.0383399106013,0.00467076110839,0.00136646608115,0,0.00802279674818,0.0172593723649,0.00559734029921,0.00241888460124,0.00415134549952,0.0921050886384,0.0846843741293,0.00196982203582,0,0,0,0,0,0
intelligence
0,0,0,0,0,0,0,0,0,0.00494265965918,0,0.253443293423,0,0,0,0,0,0
tax
0.0413305310342,0.00302105613575,0,0,0.0259457921092,0,0.570208135425,0.029335099235,0,0,0,0,0,0,0,0,0,0
