yellowstone
0.044448950841,0.0171946104492,0.00483313034256,0.0122811807281,0.00567211233108,0.0233184809988,0.0168141796559,0.0322845540295,0.0237465008819,0.0245463344721,0,0.00846598910425,0.00712967283185,0,0.0572329193366,0.0144637085863,0.00884432080663,0
florida
0.130323445314,0,0,0,0,0.246245451614,0,0,0.00376148075482,0,0,0,0.00225870137908,0,0,0,0.0134491531878,0
state
0.00838913548521,0.0222798830838,0.0250500770061,0.0145493175483,0.00839957546649,0.0273372691699,0.0161845844624,0.026892416675,0.0241760218722,0.0836039885349,0.0112064287489,0.0658187336043,0.00791850833168,0,0.0472664588374,0.00917942316759,0.0327428900068,0
avastin
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.470880382218,0
sacramento
0,0,0,0,0,0,0,0.0828974278528,0,0.216095694104,0.0204989126812,0,0,0,0,0,0,0
rangel
0,0,0,0,0.329636153742,0,0,0,0,0,0,0,0,0,0,0,0,0
mental
0,0,0,0,0,0,0,0.359716779805,0.00881950629917,0,0,0.23477352434,0.0026479772647,0,0,0.00613926331393,0,0
dallas
0,0,0,0.0111709676637,0,0,0,0,0,0,0,0,0,0,0,0.657809800589,0,0
responders
0,0,0,0,0,0,0,0,0,0,0,0,0.408890751343,0,0,0,0,0
tax
0.00850098932985,0.00524107646025,0.0176781945081,0.0239578725795,0,0,0,0.00492031548646,0,0.13168232014,0,0.00344068248114,0,0,0.0483095733274,0.0100769652309,0.0560732820234,0
percent
0.0204245561234,0.00314806477681,0.00707896579017,0.0143903519376,0,0.153692995856,0.00246273106947,0,0.0130428409331,0,0.0102313730656,0.00826661576814,0,0,0.0644827948474,0.00907912893693,0,0
illinois
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00929466557299,0,0,0
